Episode,Collision,Average Speed,Right Lane Percentage,Lane Changes,Unsafe Lane Changes,Average Front Car Distance
48,0,20.025276461295423,0.0,1,0,66.11824792874751
49,0,20.025276461295423,90.0,2,0,72.15691445331467
50,0,20.025276461295423,93.33333333333333,3,0,39.49029789955615
51,0,20.025276461295423,100.0,1,0,99.27151469443926
52,0,20.025276461295423,83.33333333333334,3,1,58.16449468302112
53,0,20.169995254162362,90.0,2,0,67.04175578595591
54,0,20.025276461295423,100.0,1,0,55.52157808127687
55,0,20.191943127962087,0.0,2,1,46.18251187911336
56,0,20.025276461295423,0.0,1,0,72.79419091390585
57,0,20.025276461295423,0.0,1,0,70.15235891004535
58,0,20.025276461295423,0.0,1,0,59.84247544693834
59,0,20.025276461295423,100.0,1,0,47.99789474579104
60,0,20.025276461295423,93.33333333333333,2,0,42.660481262103936
61,0,20.025276461295423,83.33333333333334,2,0,61.98827139120898
62,0,20.025276461295423,93.33333333333333,2,0,61.283032365920704
63,0,20.025276461295423,30.0,2,1,55.33236537912748
64,0,20.025276461295423,83.33333333333334,2,0,63.06155416143106
65,0,20.025276461295423,93.33333333333333,3,1,63.064327173659436
66,0,20.025276461295423,100.0,1,0,145.91085486519293
67,0,20.025276461295423,43.333333333333336,3,0,65.02516115037447
68,0,20.025276461295423,100.0,1,0,50.34620045681463
69,0,20.025276461295423,76.66666666666667,2,0,24.79704366226217
70,0,20.025276461295423,100.0,1,0,24.21532816994012
71,0,20.025276461295423,73.33333333333333,3,0,41.015050930393045
72,0,20.025276461295423,96.66666666666667,2,0,67.80506350269918
73,0,20.025276461295423,100.0,1,0,79.33505735947352
74,0,20.025276461295423,100.0,1,0,109.54553493245488
75,0,20.025276461295423,0.0,1,0,98.24243500717395
76,0,20.025276461295423,33.33333333333333,2,0,53.46640368202865
77,0,20.025276461295423,80.0,3,0,52.02541303811393
78,0,20.025276461295423,100.0,1,0,58.931062492061855
79,0,20.358609794628755,0.0,1,0,96.07243412937582
80,0,20.025276461295423,43.333333333333336,3,0,53.474403691521395
81,0,20.025276461295423,93.33333333333333,2,0,37.984600975763136
82,0,20.025276461295423,0.0,1,0,111.38493665797301
83,0,20.025276461295423,100.0,1,0,45.4573439411638
84,0,20.025276461295423,90.0,3,0,32.60821936227366
85,0,20.025276461295423,76.66666666666667,3,0,55.70053385663911
86,0,20.025276461295423,96.66666666666667,2,0,46.955797632098864
87,0,20.025276461295423,23.333333333333332,2,1,76.24457725382321
88,0,20.025276461295423,0.0,1,0,81.03397839372914
89,0,20.025276461295423,96.66666666666667,2,0,58.10404774198634
90,0,21.358559673151024,0.0,1,0,46.933320360380215
91,0,20.025276461295423,86.66666666666667,2,0,78.0141729754601
92,0,20.025276461295423,100.0,1,0,99.01660961115181
93,0,20.191943127962087,100.0,1,0,55.34499401446871
94,0,20.025276461295423,90.0,3,0,105.32179202908462
95,0,20.191943127962087,43.333333333333336,3,0,45.60658130996944
96,0,20.025276461295423,93.33333333333333,2,0,73.58063340340722
97,0,20.025276461295423,93.33333333333333,2,0,105.44195147584999
98,0,20.025276461295423,93.33333333333333,2,0,68.25316908207316
99,0,20.025276461295423,93.33333333333333,3,0,39.09771098081054
100,0,20.025276461295423,93.33333333333333,2,0,48.941333406823304
